qS1097,-1 7 -2;-1 4 -4;-1 10 -8;-1 8 -16;, 8, 14, 1.0, 12, 0.8702019423462309, 0.03929480584615385, 0.028832962857142857, 0.03522833503448276, 0.02822998410810811, 0.037666357185185184, 0.03429289138709678, 0.036058961785714286, 0.03632206739285714, 0.04816432428571428, 0.046368464391304355, 0.037183895555555554, 0.0312927706875, 0.039642725923076924, 0.03719581860714286, 0.03872145380769231, 5434, 4988, 4592, 4944, 4102, 4498, 4146, 3750, 9395, 9791, 10237, 4542, 4542, 3750, 4146
qS258,-1 9 -2;-1 1 -4;-1 10 -8;-1 6 -16;, 0, 2, 0.08313602494181802, 0, 0.0, 0.002453221112745098, 0.003185974503164557, 0.0017492624493006992, 0.0049794277810945265, 0.007374767676470588, 0.008525233694915254, 0.00801365844, 0.009119038454545455, 0.010216815040816327, 0.008895588052631579, 0.005791623647398843, 0.007285456195652174, 0.006241195153374233, 0.002274980163636364, 0.0028684276590257877, 9, 9, 3534, 36, 64, 83, 36, 64, 83, 103, 56, 103, 56, 5270, 5236
qS805,-1 46 -2;-1 1 -4;-1 10 -8;-1 8 -16;, 0, 10, 0.6183155923962647, 4, 0.01283105773975983, 0.010475362422680412, 0.011658636058139537, 0.008964419526785714, 0.007117324895833334, 0.0070980655517241375, 0.006925397680272108, 0.006581937274509804, 0.007820697242424242, 0.009037850522522522, 0.010563918010526316, 0.012878762384615387, 0.012471789024390244, 0.009660374403846154, 0.009562659635514018, 0.009934245633663368, 111, 72, 977, 5244, 6112, 5205, 938, 1844, 977, 72, 111, 33, 33, 1844, 938
qS842,-1 46 -2;-1 4 -4;-1 47 -8;-1 6 -16;, 5, 0, 0.0, 8, 0.5, 0.103755831, 0.11073758019999999, 0.12527744525, 0.13474179075, 0.15243790071428573, 0.10323651110000001, 0.12124984355555554, 0.1252158975, 0.13232626575, 0.135647093875, 0.147994709, 0.138495315375, 0.17009734383333333, 0.133321567375, 0.1544297897142857, 16033, 18173, 15100, 12960, 12027, 15100, 16841, 13768, 14701, 13893, 13893, 16033, 18173, 12027, 12960
qS591,-1 46 -2;-1 47 -4;-1 2 -8;-1 6 -16;, 5, 13, 0.7084979889437036, 8, 0.44770923269739593, 0.05336546642105264, 0.050247517, 0.052590875100000004, 0.06170062247058823, 0.05124358861904762, 0.05586557427777778, 0.04326392270833334, 0.041683442583333334, 0.04850172114285715, 0.045046773826086954, 0.05272358836842105, 0.048225028545454546, 0.0503860359, 0.049849013809523814, 0.05073013280000001, 5654, 8374, 6149, 3429, 3925, 6149, 10115, 7996, 7395, 2934, 2934, 5654, 8374, 3925, 3429
qS266,-1 46 -2;-1 4 -4;-1 47 -8;-1 2 -16;, 8, 6, 0.3016531863459025, 9, 0.43912767308913825, 0.04094230276, 0.05292187775, 0.04268587170833333, 0.04645750559090909, 0.04285773604166667, 0.05556445788888889, 0.048339804476190476, 0.04874012652380952, 0.04710190004545455, 0.05622116516666667, 0.061361769764705885, 0.04603915963636363, 0.049228320666666665, 0.04792903186363637, 0.04382378834782608, 12729, 10061, 9076, 9656, 6003, 6988, 4763, 3778, 7431, 7285, 10589, 4617, 5253, 3283, 3632
qS161,-1 9 -2;-1 4 -4;-1 10 -8;-1 2 -16;, 4, 10, 0.6058360389814897, 2, 0.002185666628321638, 0.01306353709090909, 0.007619979977272728, 0.008608274550847457, 0.009635347644230768, 0.009375043149532709, 0.00813721969105691, 0.005701024971590909, 0.006373239337579618, 0.00494288042364532, 0.0037057715259259257, 0.004336214142857143, 0.008597762914529915, 0.0104899398125, 0.005601711183333333, 0.011065178615384615, 105, 84, 1535, 98, 72, 2018, 58, 53, 6799, 8746, 6825, 3946, 2004, 1509, 3456
qS1064,-1 7 -2;-1 3 -4;-1 4 -8;-1 6 -16;, 1, 7, 0.3007720113204395, 0, 0.0, 0.008790531131578948, 0.00765513093129771, 0.005926540485207101, 0.0056624038644067795, 0.004733724079069767, 0.00751500557037037, 0.00789855723255814, 0.004988614452736318, 0.008708620689655172, 0.014167913859154928, 0.010407024845360826, 0.017011680683333332, 0.008316081991735539, 0.0036304232057761733, 0.004135936814049587, 97, 89, 6792, 1989, 3874, 2040, 1499, 3392, 1583, 257, 181, 232, 148, 8685, 6876
qS615,-1 7 -2;-1 46 -4;-1 4 -8;-1 10 -16;, 2, 2, 0.15058712439776265, 8, 0.4995751911639762, 0.076244700125, 0.05188868515, 0.04928138452380953, 0.0526764927, 0.0509316308, 0.04969353014285714, 0.052825582263157894, 0.05290878055, 0.05282805005, 0.061309600941176476, 0.052941737157894735, 0.047883890095238094, 0.05643311866666667, 0.04450122604347826, 0.05161590419999999, 5390, 5005, 10193, 5880, 5880, 9353, 4901, 5390, 10201, 15494, 10691, 14156, 8864, 10683, 15486
qS68,-1 7 -2;-1 9 -4;-1 2 -8;-1 6 -16;, 0, 10, 0.8886035361373248, 0, 0.0, 0.0068523641712328765, 0.007185156250000001, 0.006371211203821656, 0.004968208642156862, 0.004110055323886639, 0.005872378331395349, 0.005438938125, 0.0040505395737051786, 0.005524806584699453, 0.006717264020134228, 0.006992451930555556, 0.006880094335616439, 0.0072520910624999995, 0.004862282917475728, 0.003663764490842491, 48, 48, 1504, 1501, 2955, 1520, 1501, 2955, 1501, 48, 48, 67, 67, 2958, 1504
qS704,-1 9 -2;-1 3 -4;-1 10 -8;-1 6 -16;, 0, 1, 0.012220486949261493, 0, 0.0, 4.182739071518193E-4, 3.0009520102010205E-4, 4.7945154406130267E-4, 0.005035003527638191, 0.009591083952380952, 0.00846279768067227, 0.005104661569999999, 0.009142466781818182, 0.008374760157024793, 0.009069702558558558, 0.004573903347031964, 0.009970635059405942, 0.004351604939130434, 0.00210957294117647, 0.0024174485909090907, 6, 6, 6, 38, 71, 122, 38, 71, 122, 174, 90, 174, 90, 5468, 5488
qS141,-1 46 -2;-1 9 -4;-1 47 -8;-1 2 -16;, 0, 13, 0.9687807315451431, 5, 0.0068846815834767644, 0.015628369140625, 0.012063457542168674, 0.012354838074074073, 0.007664284618320611, 0.009834194155339804, 0.008823446184210526, 0.013180491934210526, 0.011049124263736264, 0.011503093229885058, 0.009656418115384617, 0.01588501430769231, 0.012725896105882354, 0.013483422840000002, 0.010429813291666666, 0.008183319952380953, 70, 62, 1023, 3732, 4686, 3724, 1499, 2461, 1507, 46, 59, 38, 43, 1966, 999
qS363,-1 46 -2;-1 4 -4;-1 2 -8;-1 6 -16;, 5, 6, 0.2930967463299248, 8, 0.4999528079282681, 0.05801309083333333, 0.053530591263157894, 0.05580817611111111, 0.05518144852631579, 0.0640858053125, 0.05583846873684211, 0.06140875635294118, 0.06748585533333333, 0.05873421411111111, 0.051009220749999994, 0.065182387875, 0.053900199315789474, 0.0516371657, 0.059584363941176464, 0.060541358058823526, 10697, 15505, 10207, 5399, 4910, 10207, 14173, 8981, 9365, 5889, 5889, 10697, 15505, 4910, 5399
qS952,-1 7 -2;-1 9 -4;-1 10 -8;-1 6 -16;, 0, 9, 0.5786283247344388, 0, 0.0, 0.008077380733870968, 0.007272574659420289, 0.004014917313492064, 0.005076287177664974, 0.005155679994923858, 0.00919801647706422, 0.007653000117647059, 0.004358573169565218, 0.0062414664074074075, 0.011553490919540232, 0.009552270933333332, 0.011820861294117647, 0.01103269431868132, 0.0029368266520467838, 0.0029407414122807015, 48, 48, 5464, 1501, 2955, 1520, 1501, 2955, 1520, 86, 67, 86, 67, 6918, 5483
qS1131,-1 46 -2;-1 9 -4;-1 1 -8;-1 47 -16;, 2, 7, 0.5597221769214024, 8, 0.01756311745334797, 0.00892462900862069, 0.008564241119658119, 0.009457683490566039, 0.010801798032258064, 0.009506417132075472, 0.011693676390804597, 0.007374766576642335, 0.009018052549549549, 0.005554928951086957, 0.006142848674846625, 0.009492286594339622, 0.009959774000000001, 0.012527592712499999, 0.008807074473684211, 0.010489978041237111, 36, 57, 73, 56, 93, 74, 3653, 3584, 2429, 9, 9, 27, 46, 83, 46
qS812,-1 46 -2;-1 9 -4;-1 3 -8;-1 47 -16;, 2, 7, 0.6223366196606319, 8, 0.02174496644295302, 0.011120282604395603, 0.011290406348314607, 0.009672132682692309, 0.006543151683870967, 0.011707829081395348, 0.011966390702380954, 0.008274865286885246, 0.013671059256756758, 0.005665858918918919, 0.003082458978723404, 0.00476252175829384, 0.00561067545, 0.010692871989361702, 0.010801862204301075, 0.006422100205128205, 38, 60, 87, 90, 139, 111, 3722, 3731, 6, 6, 6, 27, 49, 104, 55
qS1206,-1 7 -2;-1 9 -4;-1 4 -8;-1 2 -16;, 1, 6, 0.2587191991382736, 0, 0.0, 0.00618766974691358, 0.0049279844390243905, 0.00753857542962963, 0.002417814388888889, 0.0020458141042944784, 0.002314445664367816, 0.002662020510471204, 0.00186256991433892, 0.007197309625899281, 0.008430846731092437, 0.013710992972602741, 0.0052488870418848175, 0.004631286648148148, 0.007160280035211268, 0.0071723662695035465, 58, 53, 1999, 2001, 3940, 1996, 1506, 3450, 1532, 84, 84, 58, 53, 3943, 2004
qS378,-1 9 -2;-1 1 -4;-1 4 -8;-1 10 -16;, 1, 3, 0.18533313154454575, 0, 0.0, 0.004520928261261261, 0.0037336061194029853, 0.002256885495495495, 0.005337913063829787, 0.009948372029126214, 0.012004831273809524, 0.006160489141104295, 0.009133156163636363, 0.00981058187254902, 0.010972253434782609, 0.006950881250000001, 0.007479472425373135, 0.005976072360946745, 0.0018519387545787545, 0.0024290329830097086, 11, 10, 4276, 44, 77, 90, 37, 71, 98, 132, 72, 118, 57, 6561, 6524
qS750,-1 46 -2;-1 3 -4;-1 4 -8;-1 2 -16;, 1, 6, 0.3473519333473964, 2, 0.006861262937550878, 0.015435489907692307, 0.009737036115384614, 0.011044652934065933, 0.008589364256410258, 0.005857190791907514, 0.007846409744186046, 0.006119942357575758, 0.0125048772625, 0.014610540463768116, 0.011577249494252874, 0.017026972650000003, 0.010544187105263158, 0.00710566324822695, 0.014576615585714287, 0.007265822094202899, 232, 148, 2043, 6876, 8688, 6792, 1502, 3398, 1586, 181, 257, 97, 89, 3880, 1992
qS856,-1 3 -2;-1 8 -4;-1 47 -8;-1 2 -16;, 0, 3, 0.36980451563440875, 0, 0.0, 0.003892289872093024, 0.0034414715601374566, 0.004674892850467289, 0.006152907981595092, 0.006122593569696969, 0.004788309799043062, 0.004550963018181819, 0.0062504093375, 0.005513807148351648, 0.00521654434375, 0.003907404921875, 0.0035855432446808507, 0.0025085236466165415, 0.005028118335000001, 0.004490652874439462, 45, 54, 908, 75, 79, 1152, 60, 55, 764, 1463, 749, 1827, 1122, 986, 1696
