qS1110,-1 7 -2;-1 46 -4;-1 9 -8;-1 2 -16;, 3, 12, 0.886215203736291, 0, 0.0, 0.007645187809160305, 0.005654016468926554, 0.005469821158469946, 0.00991682494059406, 0.0068148402364864875, 0.0077178368, 0.003986786585657371, 0.006417808038461538, 0.008152788048780488, 0.009090922315315315, 0.007693311092307691, 0.010678206829787235, 0.0100316183, 0.009213154678899082, 0.005139478574358974, 1501, 2955, 1501, 48, 48, 1504, 2955, 1501, 1520, 67, 67, 1504, 2958, 48, 48
qS817,-1 7 -2;-1 4 -4;-1 47 -8;-1 2 -16;, 8, 4, 0.1633090606900715, 14, 1.0, 0.035123759379310344, 0.030234657735294115, 0.034428359, 0.040903976538461534, 0.036475195392857145, 0.040150109760000004, 0.02268418573333333, 0.03365875833333333, 0.030749784606060603, 0.03294310935483871, 0.03251012578125, 0.07207274285714285, 0.030061008705882353, 0.029995355470588233, 0.04008961176923077, 4612, 5246, 4264, 3629, 3280, 4266, 4756, 3773, 7427, 7284, 7283, 4616, 5249, 3281, 3631
qS445,-1 7 -2;-1 5 -4;-1 2 -8;-1 6 -16;, 0, 8, 0.2859476075112058, 2, 3.288391976323578E-4, 0.006263438304347826, 0.006455839529032258, 0.006365313856250001, 0.004613525059907834, 0.0035798932704626334, 0.002807161238095238, 0.004967379169902913, 0.0028427294857954546, 0.0034484378620689656, 0.00585578689017341, 0.0056570914067796615, 0.00691514004137931, 0.008135844349593496, 0.008845033912280703, 0.014894260327102803, 115, 116, 1586, 1582, 3050, 1584, 1688, 3155, 1687, 114, 114, 116, 117, 3053, 1585
qS71,-1 46 -2;-1 4 -4;-1 10 -8;-1 2 -16;, 8, 8, 0.5829059535643972, 8, 0.4995749504108813, 0.0630938165, 0.03855755196296296, 0.05009567085714285, 0.057394132277777773, 0.0727810815, 0.05704347511111111, 0.0667384154375, 0.07921599015384614, 0.06225759764705883, 0.05701259716666667, 0.0641901666875, 0.06878918586666667, 0.0591343475882353, 0.05645970172222222, 0.053934880315789475, 15497, 10697, 10207, 14159, 8871, 9359, 5399, 4911, 10199, 10689, 15489, 5889, 5889, 4910, 5399
qS1133,-1 46 -2;-1 1 -4;-1 47 -8;-1 2 -16;, 0, 14, 1.0, 5, 0.0156645934116563, 0.014308902943661972, 0.013721300315068494, 0.012140283698795181, 0.01003994593, 0.008773421482456141, 0.010706496404255318, 0.010244679515151515, 0.011324308933333332, 0.011329243344444443, 0.010122822747474747, 0.011007220461538462, 0.00806772489516129, 0.006552723487012987, 0.0105664331875, 0.008384628591666667, 99, 72, 880, 3590, 4372, 3563, 1245, 2054, 1272, 58, 89, 31, 35, 1652, 839
qS367,-1 46 -2;-1 9 -4;-1 8 -8;-1 6 -16;, 0, 13, 0.8633963875971081, 2, 0.0033690658499234303, 0.012836876615384617, 0.01169282483908046, 0.010021606990000001, 0.00725857277536232, 0.008164904528455284, 0.010192170818181818, 0.007692763261538461, 0.0049351673448275865, 0.006570386798701299, 0.007063544503496504, 0.00644652775, 0.008866874210526315, 0.014087057929577465, 0.007211484517985612, 0.0064942221363636365, 61, 83, 1165, 1143, 2248, 1165, 5486, 6569, 5464, 39, 39, 61, 83, 2248, 1143
qS797,-1 7 -2;-1 46 -4;-1 5 -8;-1 2 -16;, 3, 6, 0.1802762550288404, 3, 6.576783952647156E-4, 0.005337138989417989, 0.004962552789473685, 0.006547875372549019, 0.006628200993464052, 0.0078570170546875, 0.014201973719999999, 0.00631117829375, 0.007420995642335766, 0.005351213326203208, 0.007129087907801419, 0.008811446043478261, 0.008322573278688525, 0.010338689845360825, 0.006384548375796178, 0.008710199777777778, 1688, 3155, 1687, 116, 115, 1586, 3050, 1582, 1584, 116, 117, 1585, 3053, 114, 114
qS560,-1 7 -2;-1 46 -4;-1 10 -8;-1 2 -16;, 8, 3, 0.2369928381351991, 12, 0.9994957135653051, 0.05422683294736843, 0.05003873328571428, 0.05530837968421052, 0.04813316580952381, 0.0488300390952381, 0.05090025175, 0.04104057404, 0.04506588765217392, 0.045456711318181825, 0.05967462776470588, 0.04455051452173913, 0.04830820795454545, 0.045791582692307695, 0.05018114823809524, 0.05415033442105263, 4622, 4622, 4624, 4517, 4516, 4520, 4517, 4516, 8480, 8482, 8480, 4522, 4520, 4518, 4521
qS422,-1 7 -2;-1 46 -4;-1 10 -8;-1 47 -16;, 2, 13, 0.6097018123505806, 8, 0.4475885140786172, 0.03946229219230769, 0.04837656933333333, 0.0401797046, 0.03458596748275862, 0.03653446114285714, 0.0315708230625, 0.03323902641935484, 0.034032920066666666, 0.02737502489189189, 0.032348647967741936, 0.03336385448387097, 0.03266664012903226, 0.0346140714137931, 0.0334527746, 0.0348728005862069, 4022, 3424, 6142, 3918, 3424, 6145, 2931, 2931, 7387, 10105, 7881, 8370, 5652, 5649, 8367
qS27,-1 9 -2;-1 4 -4;-1 10 -8;-1 47 -16;, 4, 11, 0.7401276126728344, 2, 9.699321047526673E-4, 0.014433352371428574, 0.017560135379310345, 0.010576185336842106, 0.009017135214285713, 0.01475917257352941, 0.011004533406593407, 0.016813378746031747, 0.015938283825396825, 0.007832863294573644, 0.006781911364864865, 0.009117837321428571, 0.010221487161616163, 0.012224232542168674, 0.0100564096, 0.00884676096491228, 113, 100, 3765, 106, 88, 4694, 82, 77, 6815, 11418, 6833, 9286, 4688, 3747, 8350
qS115,-1 1 -2;-1 3 -4;-1 10 -8;-1 4 -16;, 0, 1, 9.41723588733429E-4, 0, 0.0, 9.326329767873723E-4, 0.0010268241221765915, 9.207194225978649E-4, 0.0061382029877300615, 0.011810183413793102, 0.012578800325, 0.006877444684931507, 0.013285995921052632, 0.013571516675675676, 0.010800326569892472, 0.005995913514970059, 0.010948777934782607, 0.006693555933333334, 0.004147625247933885, 0.0044227108986784145, 23, 28, 110, 67, 125, 166, 86, 139, 156, 198, 98, 222, 127, 6531, 6640
qS850,-1 10 -2;-1 47 -4;-1 2 -8;-1 6 -16;, 5, 13, 0.8582133882334059, 9, 0.448271054099275, 0.04764340013636364, 0.04170545866666667, 0.03899924019230769, 0.04024190584, 0.041787385625, 0.04568234072727273, 0.03457679337931034, 0.044421386173913044, 0.0338123382, 0.04474165326086957, 0.04378431252173913, 0.04260190641666667, 0.04168257616666667, 0.04549496959090909, 0.04495293326086957, 5651, 8368, 6146, 3429, 3925, 6149, 10106, 7886, 7389, 2934, 2934, 5654, 8371, 3926, 3429
qS640,-1 1 -2;-1 10 -4;-1 8 -8;-1 2 -16;, 0, 14, 1.0, 4, 0.018404907975460124, 0.008297975900826446, 0.007926695173228348, 0.006753425610738255, 0.005227554223958333, 0.006871430869863014, 0.0048332589138755985, 0.005001328320197044, 0.004616799059907834, 0.0029099477138728323, 0.002962368852071006, 0.0025393821687657433, 0.003017651256024096, 0.003291142486842105, 0.004984601806930693, 0.0033966638855218857, 72, 74, 977, 33, 33, 1245, 37, 35, 940, 1844, 938, 2152, 1247, 938, 1844
qS1157,-1 9 -2;-1 1 -4;-1 10 -8;-1 4 -16;, 0, 4, 0.19250552432120205, 0, 0.0, 0.004177997161157025, 0.0028818589540229884, 0.0027485563186813184, 0.008135925821138212, 0.012217060120481928, 0.012251281365853657, 0.006269750364197531, 0.01062190278125, 0.011905886011904761, 0.013100485294871796, 0.005263779921052631, 0.008653069829059829, 0.008765689791304347, 0.002050888793032787, 0.002696623399463807, 10, 11, 4276, 37, 71, 98, 44, 77, 90, 118, 57, 132, 72, 6561, 6524
qS510,-1 7 -2;-1 9 -4;-1 10 -8;-1 2 -16;, 0, 6, 0.5280319284741515, 0, 0.0, 0.005476102708108108, 0.0058255547965116285, 0.004595628041284404, 0.006456010935483871, 0.0021850792656587475, 0.003910274214007782, 0.004442163876106194, 0.0031106574937888203, 0.006073082728915662, 0.008417701319327732, 0.007705303323076923, 0.006280384919254659, 0.005452420255434782, 0.005747571389830508, 0.005675663887640449, 48, 48, 1504, 1501, 2955, 1501, 1501, 2955, 1520, 67, 67, 48, 48, 2958, 1504
qS869,-1 7 -2;-1 3 -4;-1 10 -8;-1 47 -16;, 0, 8, 0.33544744461376036, 1, 0.0023965141612200436, 0.006761630604026845, 0.00786452115625, 0.0057278416590909095, 0.005810480913294798, 0.0065064666493506495, 0.006860656390410959, 0.007662802396946564, 0.006541054320261437, 0.007145150628571429, 0.009434745933962265, 0.007656910076335878, 0.006437085012820513, 0.006627594496688741, 0.005996935017857143, 0.005412317145945946, 70, 59, 3718, 1480, 2411, 1504, 989, 1931, 1059, 153, 129, 118, 83, 4649, 3742
qS873,-1 9 -2;-1 10 -4;-1 4 -8;-1 6 -16;, 1, 11, 0.7973386082809047, 0, 0.0, 0.017908646464285714, 0.015694381125, 0.008346459641666666, 0.0127331808875, 0.014580147710144929, 0.006962953125, 0.015773379234375, 0.018876868679245283, 0.007493221917910448, 0.005894403817647059, 0.009114937, 0.0031733963639240504, 0.00898315963392857, 0.006196459858024691, 0.00376103632330827, 119, 112, 6847, 126, 126, 5516, 112, 119, 6839, 13567, 6846, 12237, 5509, 6854, 13575
qS700,-1 9 -2;-1 3 -4;-1 4 -8;-1 47 -16;, 1, 1, 4.6578045738319957E-4, 0, 0.0, 5.132951443932412E-4, 4.3810146631899176E-4, 4.326008248269896E-4, 0.004814014240384615, 0.012242116240963856, 0.007731106984615385, 0.003159348567398119, 0.008940379446428571, 0.01061847607368421, 0.007046845612676057, 0.005215779557291667, 0.007939206753968255, 0.003630997189964158, 0.0034259731462585037, 0.0036529803576642334, 8, 7, 8, 47, 73, 95, 28, 55, 137, 180, 117, 120, 56, 4661, 4674
qS941,-1 7 -2;-1 8 -4;-1 47 -8;-1 2 -16;, 2, 0, 0.0, 9, 0.5535390199637024, 0.020757264530612246, 0.022863160704545457, 0.019364001942307692, 0.022986732409090906, 0.02645895889473684, 0.026323843078947372, 0.024086036809523807, 0.026385214, 0.029799190588235294, 0.03227794503125, 0.03347780446666667, 0.0319069524375, 0.031519235375, 0.03285200758064516, 0.03066969509090909, 2604, 2979, 2839, 2463, 2697, 2838, 3331, 3190, 2956, 2229, 2229, 2604, 2979, 2698, 2464
qS137,-1 3 -2;-1 4 -4;-1 10 -8;-1 2 -16;, 4, 10, 0.7567087657914155, 2, 0.006867652194156675, 0.012372185567901236, 0.012989646779220779, 0.013335985853333333, 0.015651491578125, 0.01352653909090909, 0.013673449065789475, 0.00855513105982906, 0.010444491164948453, 0.007688120961832061, 0.006917299020270271, 0.007166678751773049, 0.013734357438356166, 0.0099311451980198, 0.008260179162601626, 0.014140203126760564, 257, 181, 1586, 232, 148, 2043, 97, 89, 6784, 8680, 6868, 3880, 1992, 1502, 3398
qS508,-1 46 -2;-1 10 -4;-1 47 -8;-1 6 -16;, 5, 7, 0.41650591472487936, 8, 0.48536381377195426, 0.1822499548333333, 0.14206794675, 0.1514949652857143, 0.15781599142857144, 0.16076496385714287, 0.144996235, 0.14800474428571428, 0.15019110914285713, 0.12748898375, 0.138884813, 0.11840402944444445, 0.12671187555555555, 0.12249945011111112, 0.16048459685714286, 0.1256242352222222, 12823, 14562, 12826, 11088, 11091, 12826, 14672, 12832, 12829, 11085, 11085, 12823, 14562, 11091, 11088
qS240,-1 7 -2;-1 1 -4;-1 8 -8;-1 2 -16;, 0, 13, 0.7959838909946316, 2, 9.45179584120983E-4, 0.004485977515695067, 0.005298557168421052, 0.0028257922485875704, 0.002625470632545932, 0.002279654799544419, 0.0023598473561320756, 0.0018872098018867924, 0.0013156380906701709, 0.0023190553532110095, 0.002996222365269461, 0.004153412597510374, 0.002527968118686869, 0.003922801926356589, 0.0018063634963898917, 0.002301321308045977, 35, 37, 940, 938, 1844, 940, 1244, 2149, 1242, 33, 33, 35, 37, 1844, 938
qS505,-1 1 -2;-1 10 -4;-1 8 -8;-1 47 -16;, 0, 13, 0.7815166263838249, 3, 0.010381458232737808, 0.010458909552083333, 0.010260384326530612, 0.012376899512195122, 0.00592330198816568, 0.004902726926470588, 0.0035982454280575537, 0.008152877580645162, 0.005034285206030151, 0.004497203219730942, 0.00471779470754717, 0.003877452391472868, 0.004604740178899083, 0.004531348466063349, 0.005903509941520468, 0.007234334503597123, 68, 97, 677, 29, 25, 3556, 87, 54, 963, 1544, 934, 4167, 3585, 634, 1248
qS177,-1 5 -2;-1 4 -4;-1 10 -8;-1 2 -16;, 4, 6, 0.3317952488753529, 5, 3.43957807842238E-4, 0.005504739291208792, 0.0038112366353383457, 0.00472259362264151, 0.006220002596273292, 0.005258027296875, 0.007773525930232559, 0.004929488620689655, 0.006640082854304635, 0.0042819563675213675, 0.003822265642105263, 0.0027126558238482388, 0.00857984788034188, 0.00637638801910828, 0.00864814894871795, 0.010384168546391752, 8, 7, 34, 8, 9, 1968, 6, 8, 6767, 8728, 6768, 3928, 1967, 1478, 3438
qS11,-1 3 -2;-1 4 -4;-1 10 -8;-1 47 -16;, 4, 13, 0.8398290495608127, 2, 0.0031188736410621993, 0.011949500619047619, 0.014154860197183098, 0.010073554520000002, 0.018409827672727273, 0.016786299316666666, 0.011636078781609195, 0.015175914863636366, 0.015833206640625, 0.009376105018691589, 0.008404161867768595, 0.00827360539516129, 0.01144242969318182, 0.013631670783783785, 0.0125007576125, 0.00888668603539823, 288, 243, 3852, 263, 203, 4757, 183, 168, 6839, 11390, 6899, 9273, 4737, 3792, 8343
qS142,-1 7 -2;-1 46 -4;-1 1 -8;-1 6 -16;, 3, 4, 0.1622182932008011, 0, 0.0, 0.0078578022, 0.00667096246, 0.008065583048387098, 0.007706034023076923, 0.010426101418367348, 0.008076733919354838, 0.007244968366906474, 0.009358426324074074, 0.008393602833333335, 0.011659995732558139, 0.011853016279069767, 0.006860715294520548, 0.006947171729166667, 0.012589710100000002, 0.013051695129870129, 1246, 2454, 1283, 39, 39, 5215, 2454, 1246, 1283, 113, 76, 5252, 6423, 76, 113
qS502,-1 46 -2;-1 9 -4;-1 4 -8;-1 10 -16;, 1, 14, 1.0, 0, 0.0, 0.024031190720930233, 0.024261030071428574, 0.015399332076923075, 0.01351964964864865, 0.010491394187500001, 0.012725050227848101, 0.0144524929, 0.009908204792079208, 0.012413517827160495, 0.02299250181818182, 0.021708195680851063, 0.02395216707142857, 0.019762966, 0.006380773910828025, 0.010161410535353537, 119, 112, 6839, 6854, 13575, 6847, 5509, 12237, 5516, 126, 126, 119, 112, 13567, 6846
qS528,-1 46 -2;-1 9 -4;-1 4 -8;-1 2 -16;, 1, 11, 0.8224622880700568, 2, 0.002183657050913688, 0.01591461028125, 0.015545257015384615, 0.00991244303960396, 0.007468179466666667, 0.006818775673469387, 0.006904257131034482, 0.012196514060975609, 0.012404565888888889, 0.015994924253968253, 0.010107093171717173, 0.0174289659137931, 0.011288101644444444, 0.010543887936842104, 0.013168816539473683, 0.00951585176724138, 98, 72, 2018, 6833, 8754, 6807, 1509, 3456, 1535, 84, 105, 58, 53, 3946, 2004
qS275,-1 3 -2;-1 10 -4;-1 4 -8;-1 47 -16;, 1, 3, 0.3883140094910965, 2, 0.0031188736410621993, 0.012317951658536585, 0.01068714615957447, 0.011029552329670329, 0.017904148553571426, 0.01624675973015873, 0.013943525205479453, 0.014158477718309859, 0.0167886336, 0.007520397248120301, 0.006105607298780487, 0.008460791386554622, 0.01402009989041096, 0.014525754217391303, 0.014435511605633802, 0.013902953287671233, 263, 203, 4757, 288, 243, 3852, 168, 183, 6839, 11390, 6899, 8343, 3792, 4737, 9273
qS168,-1 7 -2;-1 4 -4;-1 47 -8;-1 6 -16;, 5, 12, 0.7079993604375597, 10, 0.6132514817950889, 0.03569872296551724, 0.03878992753846154, 0.04337105984, 0.04850000780952381, 0.04590485259090909, 0.050543120500000004, 0.03864349896428571, 0.05370260323809523, 0.03369356306451613, 0.0574923945, 0.046826808181818176, 0.04615717340909091, 0.042686696833333336, 0.045368871956521735, 0.04755504509090909, 4612, 5246, 6984, 3629, 3280, 9074, 4756, 3773, 7427, 10588, 7283, 12728, 10057, 6001, 9655
qS108,-1 7 -2;-1 46 -4;-1 47 -8;-1 6 -16;, 2, 1, 0.08482835392374245, 8, 0.4474453570931366, 0.042685499041666665, 0.039841481423076926, 0.03907597592307692, 0.042070895, 0.04513431704347826, 0.04850963838095238, 0.05235260721739131, 0.04438827143478261, 0.041286066999999996, 0.0546447477368421, 0.04424292930434783, 0.04097023204, 0.0408380472, 0.03763288785185185, 0.042820977583333336, 3424, 3918, 6145, 2931, 2931, 7393, 3918, 3424, 6145, 8373, 5652, 10114, 7887, 5652, 8373
qS28,-1 46 -2;-1 3 -4;-1 4 -8;-1 8 -16;, 1, 8, 0.4533646401478962, 2, 0.00795983345579231, 0.018257174654545457, 0.013237630907894737, 0.01416788148611111, 0.00994614697029703, 0.012450310072289156, 0.010223939101010101, 0.008620699717948719, 0.008814809754385965, 0.01407835438888889, 0.01540130393846154, 0.02016444054, 0.014293314746478871, 0.010917642445652175, 0.0074927216194029846, 0.007592469712121213, 226, 136, 1592, 6870, 8237, 6614, 1139, 2596, 1229, 169, 251, 79, 71, 2984, 1535
qS419,-1 46 -2;-1 1 -4;-1 8 -8;-1 2 -16;, 0, 13, 0.8145369629068766, 4, 0.018404907975460124, 0.012256421634146341, 0.013715320835616437, 0.007435670507352941, 0.006674185113333334, 0.005849067676300578, 0.0064564134487179485, 0.010534142178947367, 0.008567315376068377, 0.008862221327433627, 0.0061016305426829275, 0.00765766003053435, 0.007170239685714286, 0.007040005104895105, 0.006914917020689656, 0.006846994905405405, 72, 74, 977, 938, 1844, 940, 1247, 2152, 1245, 33, 33, 35, 37, 1844, 938
qS1169,-1 7 -2;-1 4 -4;-1 8 -8;-1 6 -16;, 5, 13, 0.4314274162731492, 12, 0.8703618167821401, 0.039471386269230774, 0.03790364344444445, 0.03284121232258065, 0.04018265553846154, 0.03897701911538461, 0.04060306744, 0.04054503668, 0.03993793430769231, 0.05094300945, 0.033716171499999996, 0.040325387399999996, 0.03412814213333334, 0.03275721874193548, 0.039102804038461544, 0.03401897773333333, 4988, 5434, 4592, 4146, 3750, 9403, 4944, 4102, 4498, 4542, 4542, 9799, 10245, 3750, 4146
qS501,-1 46 -2;-1 1 -4;-1 47 -8;-1 6 -16;, 0, 13, 0.7202446219569323, 2, 0.0011559357299734134, 0.018951012830188678, 0.022960169954545452, 0.0157568799375, 0.01569066609375, 0.014694144115942028, 0.015000914268656717, 0.012088304891566265, 0.008777603166666667, 0.010349415835051546, 0.015254598298507461, 0.018325508763636363, 0.018225739696428572, 0.016725597133333332, 0.008629231431034484, 0.01268085851898734, 130, 140, 3631, 3621, 7123, 3631, 5279, 8771, 5269, 120, 120, 130, 140, 7123, 3621
qS990,-1 46 -2;-1 5 -4;-1 10 -8;-1 6 -16;, 0, 12, 0.5831942335613058, 2, 9.114939385653085E-5, 0.011158283544444444, 0.014708585304347828, 0.01051154680952381, 0.008479779432203391, 0.01067644214893617, 0.008069726064516128, 0.01000877202, 0.0061907046851851855, 0.00954130621698113, 0.010801729882978724, 0.0071999003956834525, 0.011038727263736265, 0.01334147392, 0.007501491776119404, 0.007110805304964539, 118, 119, 5548, 5547, 10977, 5548, 5659, 11088, 5658, 117, 117, 118, 119, 10977, 5547
qS999,-1 46 -2;-1 9 -4;-1 4 -8;-1 8 -16;, 1, 11, 0.626403695230525, 2, 0.002664083313150884, 0.017898428875, 0.01353199477027027, 0.010478724329896908, 0.008783143408695652, 0.007593706155555556, 0.007672905348484848, 0.008494854050420168, 0.007480467552238807, 0.010872488760869565, 0.014929502970149255, 0.01804785357142857, 0.010344858091836735, 0.008682135448275861, 0.006579314164473685, 0.005960317523809524, 95, 66, 1566, 6830, 8302, 6801, 1148, 2649, 1177, 78, 102, 49, 44, 3045, 1549
qS467,-1 3 -2;-1 4 -4;-1 47 -8;-1 2 -16;, 4, 4, 0.26180157002427096, 2, 0.004092769440654843, 0.009070200045045045, 0.0126956579125, 0.00918336485321101, 0.011324139516853932, 0.007198600115107913, 0.009047029243243243, 0.008672563136752137, 0.008831230391304347, 0.006372799732484076, 0.008290452832, 0.0052490723141361256, 0.0078703838984375, 0.007506757460431655, 0.006177372845679013, 0.006706485366666667, 198, 167, 1090, 138, 88, 1994, 83, 64, 4653, 5928, 4692, 3245, 1978, 995, 2281
qS964,-1 46 -2;-1 3 -4;-1 2 -8;-1 6 -16;, 0, 12, 0.5088218218574392, 2, 0.008685411452966288, 0.013059660701298702, 0.01196745975, 0.011526542885057472, 0.010675286382978722, 0.008972720553571428, 0.012646650362500001, 0.0072666969420289865, 0.00925110109174312, 0.00887225347368421, 0.01570177203030303, 0.012346647185185185, 0.012353610524390242, 0.018651750629629628, 0.010048145386138612, 0.010240795928571429, 140, 199, 1553, 1494, 2908, 1553, 5519, 6874, 5460, 81, 81, 140, 199, 2908, 1494
qS1203,-1 46 -2;-1 5 -4;-1 2 -8;-1 6 -16;, 0, 8, 0.5027069024483132, 2, 2.8518465706544986E-4, 0.011168641681318682, 0.011540372666666666, 0.007941244603174602, 0.01190893257142857, 0.01740885505172414, 0.012064881130952382, 0.005590921396648045, 0.0048604939320388355, 0.008907901052631579, 0.012009898094117647, 0.010033790643564355, 0.009412243140186915, 0.01004611194, 0.013081334142857143, 0.01004675633, 116, 118, 1587, 1585, 3056, 1587, 5658, 7127, 5656, 114, 114, 116, 118, 3056, 1585
qS1134,-1 46 -2;-1 3 -4;-1 10 -8;-1 47 -16;, 0, 8, 0.4914451053262928, 4, 0.0078003120124804995, 0.01728280515517241, 0.019372664326923077, 0.011171067844444445, 0.010680220085106383, 0.008209152089430896, 0.010316273173469387, 0.018668315796296294, 0.009830703362745098, 0.01293548153846154, 0.019395598596153845, 0.02340935106976744, 0.026672359815789474, 0.020938091375, 0.012135289178571429, 0.013722861287671232, 223, 188, 3812, 5537, 9127, 5502, 3780, 7405, 3815, 188, 223, 153, 153, 7402, 3777
qS633,-1 46 -2;-1 3 -4;-1 4 -8;-1 47 -16;, 1, 9, 0.4891533912787399, 2, 0.0031155421043261525, 0.017376472362068966, 0.017299457172413796, 0.01221098495180723, 0.011769345647058822, 0.009737980378640777, 0.01031698592783505, 0.015389677676923078, 0.015105727671641792, 0.015829402461538463, 0.0232515335, 0.021483418291666667, 0.025196274093023257, 0.020144892159999997, 0.01376079184931507, 0.012252367634146341, 263, 203, 4757, 6907, 11402, 6847, 3795, 8350, 3855, 243, 288, 183, 168, 9277, 4737
qS215,-1 3 -2;-1 8 -4;-1 47 -8;-1 6 -16;, 0, 3, 0.36267645139602095, 0, 0.0, 0.0055742617845303865, 0.007147346439716313, 0.004516127756756757, 0.0072133384388489204, 0.007938146063492064, 0.006128170182926829, 0.007594173037878788, 0.007958156587301587, 0.00884016403508772, 0.007414874377777777, 0.005786875028901735, 0.0057663913045977, 0.0037157617472527472, 0.004757085284360189, 0.005802135183908047, 45, 54, 3628, 75, 114, 1152, 119, 149, 823, 1463, 749, 1827, 1122, 3741, 4416
qS723,-1 9 -2;-1 4 -4;-1 10 -8;-1 6 -16;, 4, 11, 0.7455047383845882, 0, 0.0, 0.01748113481034483, 0.01303638848051948, 0.009307382425925926, 0.02019359032, 0.01646870842622951, 0.0075201143233082695, 0.019473452346153847, 0.013636777153846152, 0.007844647798449613, 0.006880246883561644, 0.008266683966942148, 0.005825741040462427, 0.00809360843548387, 0.008422338280991737, 0.00555723964640884, 126, 126, 5516, 119, 112, 6847, 119, 112, 6839, 13567, 6846, 13575, 6854, 5509, 12237
qS389,-1 7 -2;-1 10 -4;-1 47 -8;-1 2 -16;, 8, 4, 0.1673219241743794, 14, 1.0, 0.041898347875, 0.03908211538461538, 0.04766688019047619, 0.03609609178571428, 0.03231598925806451, 0.034802082, 0.03978505726923077, 0.03453353646666667, 0.034884529866666666, 0.03591273127586207, 0.03864172469230769, 0.033962746466666666, 0.044507901391304346, 0.04716518786363637, 0.043888802608695654, 3424, 3919, 3425, 2931, 2931, 3427, 3919, 3424, 6142, 5650, 5649, 3428, 3921, 2932, 2933
qS1196,-1 3 -2;-1 4 -4;-1 8 -8;-1 47 -16;, 4, 3, 0.14360088682758698, 0, 0.0, 0.008840991603448275, 0.0125532215875, 0.011900248799999999, 0.006494645097402597, 0.005472466568306011, 0.006542213883116882, 0.009824065843137254, 0.00645652330967742, 0.004969463866336634, 0.005438675494565217, 0.004285166529661017, 0.005972417882352941, 0.005848360011560694, 0.0072084932877697835, 0.006776365898648648, 157, 194, 853, 67, 50, 4545, 134, 80, 1545, 2490, 1523, 5618, 4688, 754, 1738
qS601,-1 1 -2;-1 4 -4;-1 10 -8;-1 47 -16;, 4, 14, 1.0, 1, 9.243852837862821E-4, 0.017720764543859648, 0.018721534851851854, 0.01272955624050633, 0.016738102491803276, 0.022264842000000003, 0.015923397412698412, 0.013942046347222221, 0.014133792541666666, 0.00784260003125, 0.007197497302158274, 0.006742995040268456, 0.00923606885321101, 0.010817651462365591, 0.010488881113402062, 0.009053202767857144, 179, 166, 3653, 165, 141, 4546, 142, 131, 6547, 10949, 6571, 8938, 4547, 3629, 8031
qS458,-1 7 -2;-1 46 -4;-1 3 -8;-1 2 -16;, 3, 6, 0.3894999593511442, 0, 0.0, 0.009524962514285714, 0.006684134746666667, 0.006130315393939395, 0.008335351991935483, 0.006971738326388889, 0.008734638379310345, 0.005507336653846153, 0.006419467607594936, 0.008782804140350878, 0.012767967291139241, 0.011409554374999999, 0.009228302660550459, 0.007940122293650794, 0.009353558175925926, 0.008549873051282051, 1491, 2902, 1491, 81, 81, 1494, 2902, 1491, 1550, 140, 140, 1494, 2905, 81, 81
qS20,-1 4 -2;-1 10 -4;-1 2 -8;-1 6 -16;, 8, 10, 0.6752193049344732, 9, 0.5003305941248701, 0.05346393273684211, 0.0521043543, 0.0571174345, 0.06081419388235294, 0.06259278723529413, 0.06020558658823529, 0.06097244423529412, 0.05972884052941176, 0.06270928647058824, 0.0643460424375, 0.06045457547058824, 0.06707625233333332, 0.059692500058823525, 0.06781026213333334, 0.0673817338125, 10689, 15489, 10199, 5889, 5889, 9359, 15497, 10697, 10207, 4910, 5399, 8871, 14159, 5399, 4911
qS803,-1 9 -2;-1 4 -4;-1 47 -8;-1 6 -16;, 4, 12, 0.6814579605163178, 0, 0.0, 0.014446778942857143, 0.01284768787179487, 0.012666954987654322, 0.014930747104477613, 0.0176662015862069, 0.007886022976377954, 0.02223786736956522, 0.018918180320754718, 0.012357404841463415, 0.011386099511363636, 0.013604576786666666, 0.008382739075000001, 0.009483894188679245, 0.013905424791666668, 0.012965621923076922, 100, 113, 3768, 82, 77, 6823, 106, 88, 4694, 9290, 4688, 11430, 6841, 3750, 8357
qS957,-1 7 -2;-1 10 -4;-1 47 -8;-1 6 -16;, 2, 9, 0.23918682808084604, 9, 0.44800669082798994, 0.0651720969375, 0.04653085859090909, 0.04186990115999999, 0.04770444490909091, 0.046567150545454544, 0.040210016519999996, 0.04028298524, 0.03967774373076923, 0.03553149948275862, 0.04443854530434783, 0.03906376755555555, 0.03878485737037037, 0.03454408386206897, 0.03727508433333333, 0.03967276046153846, 3424, 3918, 6145, 2931, 2931, 7387, 4022, 3424, 6142, 8367, 5649, 10105, 7881, 5652, 8370
qS473,-1 7 -2;-1 1 -4;-1 47 -8;-1 2 -16;, 0, 5, 0.4577879650634494, 0, 0.0, 0.005108984581632652, 0.005840910738372094, 0.005930161798816568, 0.005632741256830601, 0.005025491376884423, 0.00612973665269461, 0.0028501217720797722, 0.00465540531627907, 0.005850401116959065, 0.007784421015267176, 0.006851768938356165, 0.0051858444081632656, 0.005156529, 0.0038622481992337163, 0.004906255707317074, 31, 35, 843, 838, 1650, 842, 1242, 2050, 1269, 58, 58, 31, 35, 1651, 839
